,Country Code,Year,Variable,Value,Country Name
37,ZMB,2016,NY.GDP.TOTL.RT.ZS,11.6772125402718,Zambia
38,ZMB,2015,NY.GDP.TOTL.RT.ZS,11.1602533885932,Zambia
39,ZMB,2014,NY.GDP.TOTL.RT.ZS,10.842259058696,Zambia
40,ZMB,2013,NY.GDP.TOTL.RT.ZS,12.023594729012,Zambia
41,ZMB,2012,NY.GDP.TOTL.RT.ZS,13.5753487511819,Zambia
42,ZMB,2011,NY.GDP.TOTL.RT.ZS,17.4237334954232,Zambia
43,ZMB,2010,NY.GDP.TOTL.RT.ZS,18.6647201093496,Zambia
44,ZMB,2009,NY.GDP.TOTL.RT.ZS,16.7968643399172,Zambia
45,ZMB,2008,NY.GDP.TOTL.RT.ZS,16.052538455331,Zambia
46,ZMB,2007,NY.GDP.TOTL.RT.ZS,21.7874311599282,Zambia
47,ZMB,2006,NY.GDP.TOTL.RT.ZS,19.2015029596777,Zambia
48,ZMB,2005,NY.GDP.TOTL.RT.ZS,14.1027021273131,Zambia
49,ZMB,2004,NY.GDP.TOTL.RT.ZS,13.7756377211636,Zambia
50,ZMB,2003,NY.GDP.TOTL.RT.ZS,12.6388158009955,Zambia
51,ZMB,2002,NY.GDP.TOTL.RT.ZS,8.58178422740853,Zambia
52,ZMB,2001,NY.GDP.TOTL.RT.ZS,6.91796764834799,Zambia
53,ZMB,2000,NY.GDP.TOTL.RT.ZS,9.12122495945449,Zambia
54,ZMB,1999,NY.GDP.TOTL.RT.ZS,5.20000710887479,Zambia
55,ZMB,1998,NY.GDP.TOTL.RT.ZS,7.38004991836173,Zambia
56,ZMB,1997,NY.GDP.TOTL.RT.ZS,5.78425325323365,Zambia
57,ZMB,1996,NY.GDP.TOTL.RT.ZS,7.40724986790176,Zambia
58,ZMB,1995,NY.GDP.TOTL.RT.ZS,7.23321498317749,Zambia
59,ZMB,1994,NY.GDP.TOTL.RT.ZS,5.46968682858974,Zambia
60,ZMB,1993,NY.GDP.TOTL.RT.ZS,5.08803802366393,Zambia
61,ZMB,1992,NY.GDP.TOTL.RT.ZS,5.82419088501016,Zambia
62,ZMB,1991,NY.GDP.TOTL.RT.ZS,5.81996679113959,Zambia
63,ZMB,1990,NY.GDP.TOTL.RT.ZS,20.9818246533379,Zambia
64,ZAF,2021,NY.GDP.TOTL.RT.ZS,7.32857859192335,South Africa
65,ZAF,2020,NY.GDP.TOTL.RT.ZS,4.01777511009808,South Africa
66,ZAF,2019,NY.GDP.TOTL.RT.ZS,4.18782227881945,South Africa
67,ZAF,2018,NY.GDP.TOTL.RT.ZS,3.86949148830953,South Africa
68,ZAF,2017,NY.GDP.TOTL.RT.ZS,3.8355856656622,South Africa
69,ZAF,2016,NY.GDP.TOTL.RT.ZS,3.56159906611897,South Africa
70,ZAF,2015,NY.GDP.TOTL.RT.ZS,2.80794769347075,South Africa
71,ZAF,2014,NY.GDP.TOTL.RT.ZS,4.66573419871465,South Africa
72,ZAF,2013,NY.GDP.TOTL.RT.ZS,6.11153096342063,South Africa
73,ZAF,2012,NY.GDP.TOTL.RT.ZS,6.40436399402211,South Africa
74,ZAF,2011,NY.GDP.TOTL.RT.ZS,7.81466074244917,South Africa
75,ZAF,2010,NY.GDP.TOTL.RT.ZS,6.84683101275869,South Africa
76,ZAF,2009,NY.GDP.TOTL.RT.ZS,4.93797499670312,South Africa
77,ZAF,2008,NY.GDP.TOTL.RT.ZS,11.9900580422374,South Africa
78,ZAF,2007,NY.GDP.TOTL.RT.ZS,6.3657074741337,South Africa
79,ZAF,2006,NY.GDP.TOTL.RT.ZS,5.2274047401405,South Africa
80,ZAF,2005,NY.GDP.TOTL.RT.ZS,4.56849246597233,South Africa
81,ZAF,2004,NY.GDP.TOTL.RT.ZS,4.77963979439938,South Africa
82,ZAF,2003,NY.GDP.TOTL.RT.ZS,2.99086668200306,South Africa
83,ZAF,2002,NY.GDP.TOTL.RT.ZS,4.67923392268105,South Africa
84,ZAF,2001,NY.GDP.TOTL.RT.ZS,4.94658656928292,South Africa
85,ZAF,2000,NY.GDP.TOTL.RT.ZS,3.71688450048923,South Africa
86,ZAF,1999,NY.GDP.TOTL.RT.ZS,2.48859050822074,South Africa
87,ZAF,1998,NY.GDP.TOTL.RT.ZS,3.11344933385369,South Africa
88,ZAF,1997,NY.GDP.TOTL.RT.ZS,3.69265986755738,South Africa
89,ZAF,1996,NY.GDP.TOTL.RT.ZS,4.64270090290704,South Africa
90,ZAF,1995,NY.GDP.TOTL.RT.ZS,4.03562638417749,South Africa
91,ZAF,1994,NY.GDP.TOTL.RT.ZS,4.76625199005595,South Africa
92,ZAF,1993,NY.GDP.TOTL.RT.ZS,4.45349964332174,South Africa
93,ZAF,1992,NY.GDP.TOTL.RT.ZS,4.45678523091591,South Africa
94,ZAF,1991,NY.GDP.TOTL.RT.ZS,5.44865900528835,South Africa
95,ZAF,1990,NY.GDP.TOTL.RT.ZS,5.69756198732845,South Africa
96,YEM,2018,NY.GDP.TOTL.RT.ZS,4.87867391772049,"Yemen, Rep."
97,YEM,2017,NY.GDP.TOTL.RT.ZS,2.00088361190121,"Yemen, Rep."
98,YEM,2016,NY.GDP.TOTL.RT.ZS,0.766194564986369,"Yemen, Rep."
99,YEM,2015,NY.GDP.TOTL.RT.ZS,2.06582147254408,"Yemen, Rep."
100,YEM,2014,NY.GDP.TOTL.RT.ZS,10.9650660396012,"Yemen, Rep."
101,YEM,2013,NY.GDP.TOTL.RT.ZS,13.5874899680381,"Yemen, Rep."
102,YEM,2012,NY.GDP.TOTL.RT.ZS,18.8463591940271,"Yemen, Rep."
103,YEM,2011,NY.GDP.TOTL.RT.ZS,25.9395800444886,"Yemen, Rep."
104,YEM,2010,NY.GDP.TOTL.RT.ZS,23.5484181707179,"Yemen, Rep."
105,YEM,2009,NY.GDP.TOTL.RT.ZS,21.001304593999,"Yemen, Rep."
106,YEM,2008,NY.GDP.TOTL.RT.ZS,33.8694342767331,"Yemen, Rep."
107,YEM,2007,NY.GDP.TOTL.RT.ZS,33.0050730617766,"Yemen, Rep."
108,YEM,2006,NY.GDP.TOTL.RT.ZS,40.4987746786826,"Yemen, Rep."
109,YEM,2005,NY.GDP.TOTL.RT.ZS,41.1656856093808,"Yemen, Rep."
110,YEM,2004,NY.GDP.TOTL.RT.ZS,34.1535884387229,"Yemen, Rep."
111,YEM,2003,NY.GDP.TOTL.RT.ZS,32.1919199005229,"Yemen, Rep."
112,YEM,2002,NY.GDP.TOTL.RT.ZS,31.0497728852744,"Yemen, Rep."
113,YEM,2001,NY.GDP.TOTL.RT.ZS,33.2270815659587,"Yemen, Rep."
114,YEM,2000,NY.GDP.TOTL.RT.ZS,41.4063455621789,"Yemen, Rep."
115,YEM,1999,NY.GDP.TOTL.RT.ZS,28.9441851432533,"Yemen, Rep."
116,YEM,1998,NY.GDP.TOTL.RT.ZS,21.6895961696112,"Yemen, Rep."
117,YEM,1997,NY.GDP.TOTL.RT.ZS,29.832525277783,"Yemen, Rep."
118,YEM,1996,NY.GDP.TOTL.RT.ZS,36.5843551114901,"Yemen, Rep."
119,YEM,1995,NY.GDP.TOTL.RT.ZS,40.1598943510304,"Yemen, Rep."
120,YEM,1994,NY.GDP.TOTL.RT.ZS,36.825688374024,"Yemen, Rep."
121,YEM,1993,NY.GDP.TOTL.RT.ZS,20.7792199233029,"Yemen, Rep."
122,YEM,1992,NY.GDP.TOTL.RT.ZS,15.0904519189363,"Yemen, Rep."
123,YEM,1991,NY.GDP.TOTL.RT.ZS,16.9654041700333,"Yemen, Rep."
124,YEM,1990,NY.GDP.TOTL.RT.ZS,28.7239963483386,"Yemen, Rep."
125,XKX,2021,NY.GDP.TOTL.RT.ZS,0.928898942515976,Kosovo
126,XKX,2020,NY.GDP.TOTL.RT.ZS,0.405629883811269,Kosovo
127,XKX,2019,NY.GDP.TOTL.RT.ZS,0.403302686372993,Kosovo
128,XKX,2018,NY.GDP.TOTL.RT.ZS,0.582555742632103,Kosovo
129,XKX,2017,NY.GDP.TOTL.RT.ZS,0.559517101853948,Kosovo
130,XKX,2016,NY.GDP.TOTL.RT.ZS,0.394911793338711,Kosovo
131,XKX,2015,NY.GDP.TOTL.RT.ZS,0.345818043207918,Kosovo
132,XKX,2014,NY.GDP.TOTL.RT.ZS,0.522780519330801,Kosovo
133,XKX,2013,NY.GDP.TOTL.RT.ZS,0.528578459655645,Kosovo
134,XKX,2012,NY.GDP.TOTL.RT.ZS,0.984751666231743,Kosovo
135,XKX,2011,NY.GDP.TOTL.RT.ZS,2.41955836525131,Kosovo
136,XKX,2010,NY.GDP.TOTL.RT.ZS,2.55556688241113,Kosovo
137,XKX,2009,NY.GDP.TOTL.RT.ZS,1.27548398495597,Kosovo
138,XKX,2008,NY.GDP.TOTL.RT.ZS,3.46974810931307,Kosovo
139,WSM,2021,NY.GDP.TOTL.RT.ZS,0.280275449205485,Samoa
140,WSM,2020,NY.GDP.TOTL.RT.ZS,0.301640791056231,Samoa
141,WSM,2019,NY.GDP.TOTL.RT.ZS,0.232259603701569,Samoa
142,WSM,2018,NY.GDP.TOTL.RT.ZS,0.264678611319933,Samoa
143,WSM,2017,NY.GDP.TOTL.RT.ZS,0.482469410561221,Samoa
144,WSM,2016,NY.GDP.TOTL.RT.ZS,0.425429774129313,Samoa
145,WSM,2015,NY.GDP.TOTL.RT.ZS,0.385043626528853,Samoa
146,WSM,2014,NY.GDP.TOTL.RT.ZS,0.514371821253179,Samoa
147,WSM,2013,NY.GDP.TOTL.RT.ZS,0.354470433710273,Samoa
148,WSM,2012,NY.GDP.TOTL.RT.ZS,0.39649921551572,Samoa
149,WSM,2011,NY.GDP.TOTL.RT.ZS,0.479148651100215,Samoa
150,WSM,2010,NY.GDP.TOTL.RT.ZS,0.410594291707161,Samoa
151,WSM,2009,NY.GDP.TOTL.RT.ZS,0.443535455037048,Samoa
152,WSM,2008,NY.GDP.TOTL.RT.ZS,0.468263247489721,Samoa
153,WSM,2007,NY.GDP.TOTL.RT.ZS,0.330598374650033,Samoa
154,WSM,2006,NY.GDP.TOTL.RT.ZS,0.259331274861089,Samoa
155,WSM,2005,NY.GDP.TOTL.RT.ZS,0.311289651963659,Samoa
156,WSM,2004,NY.GDP.TOTL.RT.ZS,0.403326023249032,Samoa
157,WSM,2003,NY.GDP.TOTL.RT.ZS,0.558162847387572,Samoa
158,WSM,2002,NY.GDP.TOTL.RT.ZS,0.567747940965295,Samoa
159,WSM,2001,NY.GDP.TOTL.RT.ZS,0.551007408390949,Samoa
160,WSM,2000,NY.GDP.TOTL.RT.ZS,0.47111704310974,Samoa
161,WSM,1999,NY.GDP.TOTL.RT.ZS,1.08116476851778,Samoa
162,WSM,1998,NY.GDP.TOTL.RT.ZS,1.29191261556716,Samoa
163,WSM,1997,NY.GDP.TOTL.RT.ZS,1.2951021020926,Samoa
164,WSM,1996,NY.GDP.TOTL.RT.ZS,1.85156487059107,Samoa
165,WSM,1995,NY.GDP.TOTL.RT.ZS,2.02450058778076,Samoa
166,WSM,1994,NY.GDP.TOTL.RT.ZS,1.71614207340125,Samoa
167,WSM,1993,NY.GDP.TOTL.RT.ZS,2.61533072519854,Samoa
168,WSM,1992,NY.GDP.TOTL.RT.ZS,2.50825881893117,Samoa
169,WSM,1991,NY.GDP.TOTL.RT.ZS,2.34171442149304,Samoa
170,WSM,1990,NY.GDP.TOTL.RT.ZS,2.16159951859595,Samoa
171,VUT,2021,NY.GDP.TOTL.RT.ZS,0.568069760913224,Vanuatu
172,VUT,2020,NY.GDP.TOTL.RT.ZS,0.629507608350041,Vanuatu
173,VUT,2019,NY.GDP.TOTL.RT.ZS,0.547725243089635,Vanuatu
174,VUT,2018,NY.GDP.TOTL.RT.ZS,0.60798151676621,Vanuatu
175,VUT,2017,NY.GDP.TOTL.RT.ZS,0.902392843807671,Vanuatu
176,VUT,2016,NY.GDP.TOTL.RT.ZS,0.816331822730397,Vanuatu
177,VUT,2015,NY.GDP.TOTL.RT.ZS,0.815485061379561,Vanuatu
178,VUT,2014,NY.GDP.TOTL.RT.ZS,0.987395102309584,Vanuatu
179,VUT,2013,NY.GDP.TOTL.RT.ZS,0.752150306423104,Vanuatu
180,VUT,2012,NY.GDP.TOTL.RT.ZS,0.801186721952393,Vanuatu
181,VUT,2011,NY.GDP.TOTL.RT.ZS,0.844354134271983,Vanuatu
182,VUT,2010,NY.GDP.TOTL.RT.ZS,0.832399543964073,Vanuatu
183,VUT,2009,NY.GDP.TOTL.RT.ZS,0.871792337326022,Vanuatu
184,VUT,2008,NY.GDP.TOTL.RT.ZS,0.975476260660565,Vanuatu
185,VUT,2007,NY.GDP.TOTL.RT.ZS,0.783751103579609,Vanuatu
186,VUT,2006,NY.GDP.TOTL.RT.ZS,0.65556136825846,Vanuatu
187,VUT,2005,NY.GDP.TOTL.RT.ZS,0.56881892988079,Vanuatu
188,VUT,2004,NY.GDP.TOTL.RT.ZS,0.675079281587889,Vanuatu
189,VUT,2003,NY.GDP.TOTL.RT.ZS,0.912412528807683,Vanuatu
190,VUT,2002,NY.GDP.TOTL.RT.ZS,0.798636115210123,Vanuatu
191,VUT,2001,NY.GDP.TOTL.RT.ZS,0.75567411241593,Vanuatu
192,VUT,2000,NY.GDP.TOTL.RT.ZS,0.802617573481721,Vanuatu
193,VUT,1999,NY.GDP.TOTL.RT.ZS,0.830092672505644,Vanuatu
194,VUT,1998,NY.GDP.TOTL.RT.ZS,0.647688718052586,Vanuatu
195,VUT,1997,NY.GDP.TOTL.RT.ZS,0.690819286912999,Vanuatu
196,VUT,1996,NY.GDP.TOTL.RT.ZS,0.908437357701725,Vanuatu
197,VUT,1995,NY.GDP.TOTL.RT.ZS,0.938812813187722,Vanuatu
198,VUT,1994,NY.GDP.TOTL.RT.ZS,0.870192111528628,Vanuatu
199,VUT,1993,NY.GDP.TOTL.RT.ZS,0.960482973035334,Vanuatu
200,VUT,1992,NY.GDP.TOTL.RT.ZS,0.847710648390005,Vanuatu
201,VUT,1991,NY.GDP.TOTL.RT.ZS,0.808883670002989,Vanuatu
202,VUT,1990,NY.GDP.TOTL.RT.ZS,0.905461979093577,Vanuatu
203,VNM,2021,NY.GDP.TOTL.RT.ZS,2.54701708790768,Viet Nam
204,VNM,2020,NY.GDP.TOTL.RT.ZS,1.8108819584417,Viet Nam
205,VNM,2019,NY.GDP.TOTL.RT.ZS,2.50068260501281,Viet Nam
206,VNM,2018,NY.GDP.TOTL.RT.ZS,3.26009968480725,Viet Nam
207,VNM,2017,NY.GDP.TOTL.RT.ZS,3.21350443557147,Viet Nam
208,VNM,2016,NY.GDP.TOTL.RT.ZS,2.68357593807147,Viet Nam
209,VNM,2015,NY.GDP.TOTL.RT.ZS,3.38333033260239,Viet Nam
210,VNM,2014,NY.GDP.TOTL.RT.ZS,5.66094916066902,Viet Nam
211,VNM,2013,NY.GDP.TOTL.RT.ZS,5.91331153505454,Viet Nam
212,VNM,2012,NY.GDP.TOTL.RT.ZS,7.29867693307343,Viet Nam
213,VNM,2011,NY.GDP.TOTL.RT.ZS,9.06944428635118,Viet Nam
214,VNM,2010,NY.GDP.TOTL.RT.ZS,7.4812809152762,Viet Nam
215,VNM,2009,NY.GDP.TOTL.RT.ZS,7.40088651172265,Viet Nam
216,VNM,2008,NY.GDP.TOTL.RT.ZS,13.9196883964883,Viet Nam
217,VNM,2007,NY.GDP.TOTL.RT.ZS,11.4131853552874,Viet Nam
218,VNM,2006,NY.GDP.TOTL.RT.ZS,12.2305390234099,Viet Nam
219,VNM,2005,NY.GDP.TOTL.RT.ZS,12.1341965365962,Viet Nam
220,VNM,2004,NY.GDP.TOTL.RT.ZS,11.7642910494755,Viet Nam
221,VNM,2003,NY.GDP.TOTL.RT.ZS,7.95488668034576,Viet Nam
222,VNM,2002,NY.GDP.TOTL.RT.ZS,7.4254913633254,Viet Nam
223,VNM,2001,NY.GDP.TOTL.RT.ZS,7.98035643169834,Viet Nam
224,VNM,2000,NY.GDP.TOTL.RT.ZS,9.69222818683314,Viet Nam
225,VNM,1999,NY.GDP.TOTL.RT.ZS,5.6404762468781,Viet Nam
226,VNM,1998,NY.GDP.TOTL.RT.ZS,4.5585937085968,Viet Nam
227,VNM,1997,NY.GDP.TOTL.RT.ZS,5.75041182361485,Viet Nam
228,VNM,1996,NY.GDP.TOTL.RT.ZS,7.00278823071902,Viet Nam
229,VNM,1995,NY.GDP.TOTL.RT.ZS,7.28047435709847,Viet Nam
230,VNM,1994,NY.GDP.TOTL.RT.ZS,6.73816649187403,Viet Nam
231,VNM,1993,NY.GDP.TOTL.RT.ZS,7.69223871824485,Viet Nam
232,VNM,1992,NY.GDP.TOTL.RT.ZS,10.2593518493001,Viet Nam
233,VNM,1991,NY.GDP.TOTL.RT.ZS,8.02299122246395,Viet Nam
234,VNM,1990,NY.GDP.TOTL.RT.ZS,12.3278452336478,Viet Nam
235,VIR,2020,NY.GDP.TOTL.RT.ZS,0.205447216042101,Virgin Islands (U.S.)
236,VIR,2019,NY.GDP.TOTL.RT.ZS,0.247081553705368,Virgin Islands (U.S.)
237,VIR,2018,NY.GDP.TOTL.RT.ZS,0.372382849153501,Virgin Islands (U.S.)
238,VIR,2017,NY.GDP.TOTL.RT.ZS,0.458057890874122,Virgin Islands (U.S.)
239,VIR,2016,NY.GDP.TOTL.RT.ZS,0.440640386181765,Virgin Islands (U.S.)
240,VIR,2015,NY.GDP.TOTL.RT.ZS,0.448439817567942,Virgin Islands (U.S.)
241,VIR,2014,NY.GDP.TOTL.RT.ZS,0.85274473054265,Virgin Islands (U.S.)
242,VIR,2013,NY.GDP.TOTL.RT.ZS,1.34622849772001,Virgin Islands (U.S.)
243,VIR,2012,NY.GDP.TOTL.RT.ZS,1.96183734012522,Virgin Islands (U.S.)
244,VIR,2011,NY.GDP.TOTL.RT.ZS,4.1047335352688,Virgin Islands (U.S.)
245,VIR,2010,NY.GDP.TOTL.RT.ZS,3.45978934522894,Virgin Islands (U.S.)
246,VIR,2009,NY.GDP.TOTL.RT.ZS,1.83139190991551,Virgin Islands (U.S.)
247,VIR,2008,NY.GDP.TOTL.RT.ZS,9.54949861751269,Virgin Islands (U.S.)
248,VIR,2007,NY.GDP.TOTL.RT.ZS,3.8258764076629,Virgin Islands (U.S.)
249,VIR,2006,NY.GDP.TOTL.RT.ZS,2.4815703726033,Virgin Islands (U.S.)
250,VIR,2005,NY.GDP.TOTL.RT.ZS,2.303477558914,Virgin Islands (U.S.)
251,VIR,2004,NY.GDP.TOTL.RT.ZS,4.55087436911593,Virgin Islands (U.S.)
252,VIR,2003,NY.GDP.TOTL.RT.ZS,5.53610623916158e-05,Virgin Islands (U.S.)
253,VIR,2002,NY.GDP.TOTL.RT.ZS,0.0,Virgin Islands (U.S.)
254,VEN,2014,NY.GDP.TOTL.RT.ZS,11.8465082797294,"Venezuela, RB"
255,VEN,2013,NY.GDP.TOTL.RT.ZS,17.6253449138361,"Venezuela, RB"
256,VEN,2012,NY.GDP.TOTL.RT.ZS,18.7812359044725,"Venezuela, RB"
257,VEN,2011,NY.GDP.TOTL.RT.ZS,24.4753357613612,"Venezuela, RB"
258,VEN,2010,NY.GDP.TOTL.RT.ZS,12.380878328857,"Venezuela, RB"
259,VEN,2009,NY.GDP.TOTL.RT.ZS,10.5416668243022,"Venezuela, RB"
260,VEN,2008,NY.GDP.TOTL.RT.ZS,23.9223070628002,"Venezuela, RB"
261,VEN,2007,NY.GDP.TOTL.RT.ZS,23.1186941835454,"Venezuela, RB"
262,VEN,2006,NY.GDP.TOTL.RT.ZS,28.0774680117788,"Venezuela, RB"
263,VEN,2005,NY.GDP.TOTL.RT.ZS,29.2230041014033,"Venezuela, RB"
264,VEN,2004,NY.GDP.TOTL.RT.ZS,23.8297115705399,"Venezuela, RB"
265,VEN,2003,NY.GDP.TOTL.RT.ZS,21.8955843439596,"Venezuela, RB"
266,VEN,2002,NY.GDP.TOTL.RT.ZS,19.4545884689745,"Venezuela, RB"
267,VEN,2001,NY.GDP.TOTL.RT.ZS,15.3442903568827,"Venezuela, RB"
268,VEN,2000,NY.GDP.TOTL.RT.ZS,20.5761295010598,"Venezuela, RB"
269,VEN,1999,NY.GDP.TOTL.RT.ZS,13.269532614572,"Venezuela, RB"
270,VEN,1998,NY.GDP.TOTL.RT.ZS,9.06347009522954,"Venezuela, RB"
271,VEN,1997,NY.GDP.TOTL.RT.ZS,18.0963540802062,"Venezuela, RB"
272,VEN,1996,NY.GDP.TOTL.RT.ZS,23.8367720643582,"Venezuela, RB"
273,VEN,1995,NY.GDP.TOTL.RT.ZS,15.1363210095652,"Venezuela, RB"
274,VEN,1994,NY.GDP.TOTL.RT.ZS,16.2198265911409,"Venezuela, RB"
275,VEN,1993,NY.GDP.TOTL.RT.ZS,15.7932181812518,"Venezuela, RB"
276,VEN,1992,NY.GDP.TOTL.RT.ZS,15.7571776112482,"Venezuela, RB"
277,VEN,1991,NY.GDP.TOTL.RT.ZS,16.6639894189064,"Venezuela, RB"
278,VEN,1990,NY.GDP.TOTL.RT.ZS,29.2548511239111,"Venezuela, RB"
279,VCT,2021,NY.GDP.TOTL.RT.ZS,0.0193291690653381,St. Vincent and the Grenadines
280,VCT,2020,NY.GDP.TOTL.RT.ZS,0.0256464367493511,St. Vincent and the Grenadines
281,VCT,2019,NY.GDP.TOTL.RT.ZS,0.018299980174056,St. Vincent and the Grenadines
282,VCT,2018,NY.GDP.TOTL.RT.ZS,0.0209304790297473,St. Vincent and the Grenadines
283,VCT,2017,NY.GDP.TOTL.RT.ZS,0.0329828886778541,St. Vincent and the Grenadines
284,VCT,2016,NY.GDP.TOTL.RT.ZS,0.0407859033307733,St. Vincent and the Grenadines
285,VCT,2015,NY.GDP.TOTL.RT.ZS,0.0312630692791454,St. Vincent and the Grenadines
286,VCT,2014,NY.GDP.TOTL.RT.ZS,0.0423946065801886,St. Vincent and the Grenadines
287,VCT,2013,NY.GDP.TOTL.RT.ZS,0.034115439439788,St. Vincent and the Grenadines
288,VCT,2012,NY.GDP.TOTL.RT.ZS,0.0269643348103745,St. Vincent and the Grenadines
289,VCT,2011,NY.GDP.TOTL.RT.ZS,0.028465453623185,St. Vincent and the Grenadines
290,VCT,2010,NY.GDP.TOTL.RT.ZS,0.0333656636694466,St. Vincent and the Grenadines
291,VCT,2009,NY.GDP.TOTL.RT.ZS,0.0148951275322513,St. Vincent and the Grenadines
292,VCT,2008,NY.GDP.TOTL.RT.ZS,0.0161514365672412,St. Vincent and the Grenadines
293,VCT,2007,NY.GDP.TOTL.RT.ZS,0.0157871725548066,St. Vincent and the Grenadines
294,VCT,2006,NY.GDP.TOTL.RT.ZS,0.0171699193285803,St. Vincent and the Grenadines
295,VCT,2005,NY.GDP.TOTL.RT.ZS,0.0134063462217842,St. Vincent and the Grenadines
296,VCT,2004,NY.GDP.TOTL.RT.ZS,0.0145943068486417,St. Vincent and the Grenadines
297,VCT,2003,NY.GDP.TOTL.RT.ZS,0.015347834892368,St. Vincent and the Grenadines
298,VCT,2002,NY.GDP.TOTL.RT.ZS,0.0151801262417854,St. Vincent and the Grenadines
299,VCT,2001,NY.GDP.TOTL.RT.ZS,0.0180467018441428,St. Vincent and the Grenadines
300,VCT,2000,NY.GDP.TOTL.RT.ZS,0.0197308869123896,St. Vincent and the Grenadines
301,VCT,1999,NY.GDP.TOTL.RT.ZS,0.0220430636250947,St. Vincent and the Grenadines
302,VCT,1998,NY.GDP.TOTL.RT.ZS,0.0273078795269573,St. Vincent and the Grenadines
303,VCT,1997,NY.GDP.TOTL.RT.ZS,0.0343912073578112,St. Vincent and the Grenadines
304,VCT,1996,NY.GDP.TOTL.RT.ZS,0.0255986941131515,St. Vincent and the Grenadines
305,VCT,1995,NY.GDP.TOTL.RT.ZS,0.0368255678169312,St. Vincent and the Grenadines
306,VCT,1994,NY.GDP.TOTL.RT.ZS,0.0310089031416114,St. Vincent and the Grenadines
307,VCT,1993,NY.GDP.TOTL.RT.ZS,0.0271048201256189,St. Vincent and the Grenadines
308,VCT,1992,NY.GDP.TOTL.RT.ZS,0.0362265042098019,St. Vincent and the Grenadines
309,VCT,1991,NY.GDP.TOTL.RT.ZS,0.0425641654860947,St. Vincent and the Grenadines
310,VCT,1990,NY.GDP.TOTL.RT.ZS,0.0381885135804425,St. Vincent and the Grenadines
311,UZB,2021,NY.GDP.TOTL.RT.ZS,20.46516083278,Uzbekistan
