Country Code,Series Name,Year,Country Name,Value
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2009.0,Afghanistan,1782.221
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2010.0,Afghanistan,1900.285
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2011.0,Afghanistan,1990.35
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2012.0,Afghanistan,2218.278
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2013.0,Afghanistan,2302.993
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2014.0,Afghanistan,2319.876
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2015.0,Afghanistan,2291.864
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2016.0,Afghanistan,2303.472
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2017.0,Afghanistan,2338.779
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2018.0,Afghanistan,2436.006
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2019.0,Afghanistan,2589.41
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2020.0,Afghanistan,2588.961
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2021.0,Afghanistan,2138.87
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2022.0,Afghanistan,2111.149
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2023.0,Afghanistan,2164.617
AFG,"Gross domestic product (GDP), Per capita, purchasing power parity (PPP) international dollar, ICP benchmarks 2017-2021",2024.0,Afghanistan,2196.131
AFG,Mineral rents (% of GDP),1991.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1992.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1993.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1994.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1995.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1996.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1997.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1998.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),1999.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2000.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2001.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2002.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2003.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2004.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2005.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2006.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2007.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2008.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2009.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2010.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2011.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2012.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2013.0,Afghanistan,0.0023162413187726
AFG,Mineral rents (% of GDP),2014.0,Afghanistan,0.0029945161798136
AFG,Mineral rents (% of GDP),2015.0,Afghanistan,0.001988824139483
AFG,Mineral rents (% of GDP),2016.0,Afghanistan,0.0028124930402595
AFG,Mineral rents (% of GDP),2017.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2018.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2019.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2020.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2021.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2022.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2023.0,Afghanistan,0.0
AFG,Mineral rents (% of GDP),2024.0,Afghanistan,0.0
AFG,Natural gas rents (% of GDP),1991.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1992.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1993.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1994.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1995.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1996.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1997.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1998.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),1999.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),2000.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),2001.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),2002.0,Afghanistan,0.231561307228384
AFG,Natural gas rents (% of GDP),2003.0,Afghanistan,0.036729700085138
AFG,Natural gas rents (% of GDP),2004.0,Afghanistan,0.0283021705785469
AFG,Natural gas rents (% of GDP),2005.0,Afghanistan,0.0230939370293463
AFG,Natural gas rents (% of GDP),2006.0,Afghanistan,0.0175735938615238
AFG,Natural gas rents (% of GDP),2007.0,Afghanistan,0.0140511789653461
AFG,Natural gas rents (% of GDP),2008.0,Afghanistan,0.0162665856535653
AFG,Natural gas rents (% of GDP),2009.0,Afghanistan,0.0102634444245309
AFG,Natural gas rents (% of GDP),2010.0,Afghanistan,0.0403224481935062
AFG,Natural gas rents (% of GDP),2011.0,Afghanistan,0.0451518313015526
AFG,Natural gas rents (% of GDP),2012.0,Afghanistan,0.0464655939898396
AFG,Natural gas rents (% of GDP),2013.0,Afghanistan,0.0341687943179892
AFG,Natural gas rents (% of GDP),2014.0,Afghanistan,0.0046218198083544
AFG,Natural gas rents (% of GDP),2015.0,Afghanistan,0.0021525915335507
AFG,Natural gas rents (% of GDP),2016.0,Afghanistan,0.0021301787047721
AFG,Natural gas rents (% of GDP),2017.0,Afghanistan,0.0019373320404179
AFG,Natural gas rents (% of GDP),2018.0,Afghanistan,0.0015120272314162
AFG,Natural gas rents (% of GDP),2019.0,Afghanistan,0.0015271889396803
AFG,Natural gas rents (% of GDP),2020.0,Afghanistan,0.0013475511321641
AFG,Natural gas rents (% of GDP),2021.0,Afghanistan,0.0019535392221079
AFG,Natural gas rents (% of GDP),2022.0,Afghanistan,0.0019535392221079
AFG,Natural gas rents (% of GDP),2023.0,Afghanistan,0.0019535392221079
AFG,Natural gas rents (% of GDP),2024.0,Afghanistan,0.0019535392221079
AFG,Oil rents (% of GDP),1991.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1992.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1993.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1994.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1995.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1996.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1997.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1998.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),1999.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),2000.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),2001.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),2002.0,Afghanistan,0.030789275783499
AFG,Oil rents (% of GDP),2003.0,Afghanistan,0.0256328025661278
AFG,Oil rents (% of GDP),2004.0,Afghanistan,0.0256051597697051
AFG,Oil rents (% of GDP),2005.0,Afghanistan,0.0258476198749782
AFG,Oil rents (% of GDP),2006.0,Afghanistan,0.0214070372585048
AFG,Oil rents (% of GDP),2007.0,Afghanistan,0.0144464639818204
AFG,Oil rents (% of GDP),2008.0,Afghanistan,0.015736313879498
AFG,Oil rents (% of GDP),2009.0,Afghanistan,0.0052417380028876
AFG,Oil rents (% of GDP),2010.0,Afghanistan,0.0051494556486691
AFG,Oil rents (% of GDP),2011.0,Afghanistan,0.0066023954370691
AFG,Oil rents (% of GDP),2012.0,Afghanistan,0.109823883946021
AFG,Oil rents (% of GDP),2013.0,Afghanistan,0.0672901618424767
AFG,Oil rents (% of GDP),2014.0,Afghanistan,0.0407438655716957
AFG,Oil rents (% of GDP),2015.0,Afghanistan,0.0136357996041316
AFG,Oil rents (% of GDP),2016.0,Afghanistan,0.0094450804292938
AFG,Oil rents (% of GDP),2017.0,Afghanistan,0.0134270806666745
AFG,Oil rents (% of GDP),2018.0,Afghanistan,0.018854416706035
AFG,Oil rents (% of GDP),2019.0,Afghanistan,0.0127772897517024
AFG,Oil rents (% of GDP),2020.0,Afghanistan,0.0051776190588676
AFG,Oil rents (% of GDP),2021.0,Afghanistan,0.0178695056581909
AFG,Oil rents (% of GDP),2022.0,Afghanistan,0.0178695056581909
AFG,Oil rents (% of GDP),2023.0,Afghanistan,0.0178695056581909
AFG,Oil rents (% of GDP),2024.0,Afghanistan,0.0178695056581909
AFG,"Population, total",1991.0,Afghanistan,12238879.0
AFG,"Population, total",1992.0,Afghanistan,13278974.0
AFG,"Population, total",1993.0,Afghanistan,14943172.0
AFG,"Population, total",1994.0,Afghanistan,16250794.0
AFG,"Population, total",1995.0,Afghanistan,17065836.0
AFG,"Population, total",1996.0,Afghanistan,17763266.0
AFG,"Population, total",1997.0,Afghanistan,18452091.0
AFG,"Population, total",1998.0,Afghanistan,19159996.0
AFG,"Population, total",1999.0,Afghanistan,19887785.0
AFG,"Population, total",2000.0,Afghanistan,20130327.0
AFG,"Population, total",2001.0,Afghanistan,20284307.0
AFG,"Population, total",2002.0,Afghanistan,21378117.0
AFG,"Population, total",2003.0,Afghanistan,22733049.0
AFG,"Population, total",2004.0,Afghanistan,23560654.0
AFG,"Population, total",2005.0,Afghanistan,24404567.0
AFG,"Population, total",2006.0,Afghanistan,25424094.0
AFG,"Population, total",2007.0,Afghanistan,25909852.0
AFG,"Population, total",2008.0,Afghanistan,26482622.0
AFG,"Population, total",2009.0,Afghanistan,27466101.0
AFG,"Population, total",2010.0,Afghanistan,28284089.0
AFG,"Population, total",2011.0,Afghanistan,29347708.0
AFG,"Population, total",2012.0,Afghanistan,30560034.0
AFG,"Population, total",2013.0,Afghanistan,31622704.0
AFG,"Population, total",2014.0,Afghanistan,32792523.0
AFG,"Population, total",2015.0,Afghanistan,33831764.0
AFG,"Population, total",2016.0,Afghanistan,34700612.0
AFG,"Population, total",2017.0,Afghanistan,35688935.0
AFG,"Population, total",2018.0,Afghanistan,36743039.0
AFG,"Population, total",2019.0,Afghanistan,37856121.0
AFG,"Population, total",2020.0,Afghanistan,39068979.0
AFG,"Population, total",2021.0,Afghanistan,40000412.0
AFG,"Population, total",2022.0,Afghanistan,40578842.0
AFG,"Population, total",2023.0,Afghanistan,41454761.0
AFG,"Population, total",2024.0,Afghanistan,42647492.0
AFG,"Revenue, General government, Percent of GDP",1991.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1992.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1993.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1994.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1995.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1996.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1997.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1998.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",1999.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",2000.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",2001.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",2002.0,Afghanistan,6.845
AFG,"Revenue, General government, Percent of GDP",2003.0,Afghanistan,9.826
AFG,"Revenue, General government, Percent of GDP",2004.0,Afghanistan,12.676
AFG,"Revenue, General government, Percent of GDP",2005.0,Afghanistan,14.733
AFG,"Revenue, General government, Percent of GDP",2006.0,Afghanistan,18.946
AFG,"Revenue, General government, Percent of GDP",2007.0,Afghanistan,18.986
AFG,"Revenue, General government, Percent of GDP",2008.0,Afghanistan,17.036
AFG,"Revenue, General government, Percent of GDP",2009.0,Afghanistan,19.391
AFG,"Revenue, General government, Percent of GDP",2010.0,Afghanistan,21.722
AFG,"Revenue, General government, Percent of GDP",2011.0,Afghanistan,21.265
AFG,"Revenue, General government, Percent of GDP",2012.0,Afghanistan,25.21
AFG,"Revenue, General government, Percent of GDP",2013.0,Afghanistan,24.346
AFG,"Revenue, General government, Percent of GDP",2014.0,Afghanistan,23.684
AFG,"Revenue, General government, Percent of GDP",2015.0,Afghanistan,24.569
AFG,"Revenue, General government, Percent of GDP",2016.0,Afghanistan,28.156
AFG,"Revenue, General government, Percent of GDP",2017.0,Afghanistan,27.059
AFG,"Revenue, General government, Percent of GDP",2018.0,Afghanistan,30.57
AFG,"Revenue, General government, Percent of GDP",2019.0,Afghanistan,26.941
AFG,"Revenue, General government, Percent of GDP",2020.0,Afghanistan,25.694
AFG,"Revenue, General government, Percent of GDP",2021.0,Afghanistan,17.449
AFG,"Revenue, General government, Percent of GDP",2022.0,Afghanistan,15.118
AFG,"Revenue, General government, Percent of GDP",2023.0,Afghanistan,15.637
AFG,"Revenue, General government, Percent of GDP",2024.0,Afghanistan,18.843
AFG,Total natural resources rents (% of GDP),1991.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1992.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1993.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1994.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1995.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1996.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1997.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1998.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),1999.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),2000.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),2001.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),2002.0,Afghanistan,1.27614880703829
AFG,Total natural resources rents (% of GDP),2003.0,Afghanistan,0.731312589343673
AFG,Total natural resources rents (% of GDP),2004.0,Afghanistan,0.458919792113206
AFG,Total natural resources rents (% of GDP),2005.0,Afghanistan,0.393192771402782
AFG,Total natural resources rents (% of GDP),2006.0,Afghanistan,0.504174403493816
AFG,Total natural resources rents (% of GDP),2007.0,Afghanistan,0.449500569922326
AFG,Total natural resources rents (% of GDP),2008.0,Afghanistan,0.601665824760427
AFG,Total natural resources rents (% of GDP),2009.0,Afghanistan,0.424658195958387
AFG,Total natural resources rents (% of GDP),2010.0,Afghanistan,0.62533261319642
AFG,Total natural resources rents (% of GDP),2011.0,Afghanistan,0.836389660299977
AFG,Total natural resources rents (% of GDP),2012.0,Afghanistan,0.684675468598181
AFG,Total natural resources rents (% of GDP),2013.0,Afghanistan,0.603571665401867
AFG,Total natural resources rents (% of GDP),2014.0,Afghanistan,0.542756499666634
AFG,Total natural resources rents (% of GDP),2015.0,Afghanistan,0.469916949251438
AFG,Total natural resources rents (% of GDP),2016.0,Afghanistan,0.617409905168126
AFG,Total natural resources rents (% of GDP),2017.0,Afghanistan,0.702981728943138
AFG,Total natural resources rents (% of GDP),2018.0,Afghanistan,0.855264249305936
AFG,Total natural resources rents (% of GDP),2019.0,Afghanistan,0.682287828246046
AFG,Total natural resources rents (% of GDP),2020.0,Afghanistan,0.305978171646739
AFG,Total natural resources rents (% of GDP),2021.0,Afghanistan,0.428525449642917
AFG,Total natural resources rents (% of GDP),2022.0,Afghanistan,0.428525449642917
AFG,Total natural resources rents (% of GDP),2023.0,Afghanistan,0.428525449642917
AFG,Total natural resources rents (% of GDP),2024.0,Afghanistan,0.428525449642917
AFG,Trade (% of GDP),1991.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1992.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1993.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1994.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1995.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1996.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1997.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1998.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),1999.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2000.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2001.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2002.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2003.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2004.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2005.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2006.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2007.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2008.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2009.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2010.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2011.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2012.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2013.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2014.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2015.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2016.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2017.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2018.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2019.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2020.0,Afghanistan,46.7098945514103
AFG,Trade (% of GDP),2021.0,Afghanistan,51.4117163747271
AFG,Trade (% of GDP),2022.0,Afghanistan,72.8854696086536
AFG,Trade (% of GDP),2023.0,Afghanistan,67.5846651516385
AFG,Trade (% of GDP),2024.0,Afghanistan,67.5846651516385
ALB,Economic Complexity,1991.0,Albania,-0.473
ALB,Economic Complexity,1992.0,Albania,-0.473
ALB,Economic Complexity,1993.0,Albania,-0.473
ALB,Economic Complexity,1994.0,Albania,-0.473
ALB,Economic Complexity,1995.0,Albania,-0.473
ALB,Economic Complexity,1996.0,Albania,-0.264
ALB,Economic Complexity,1997.0,Albania,-0.367
ALB,Economic Complexity,1998.0,Albania,-0.438
ALB,Economic Complexity,1999.0,Albania,-0.347
ALB,Economic Complexity,2000.0,Albania,-0.204
ALB,Economic Complexity,2001.0,Albania,-0.159
ALB,Economic Complexity,2002.0,Albania,-0.292
ALB,Economic Complexity,2003.0,Albania,-0.141
ALB,Economic Complexity,2004.0,Albania,-0.252
ALB,Economic Complexity,2005.0,Albania,-0.233
ALB,Economic Complexity,2006.0,Albania,-0.352
ALB,Economic Complexity,2007.0,Albania,-0.309
ALB,Economic Complexity,2008.0,Albania,0.224
ALB,Economic Complexity,2009.0,Albania,0.417
ALB,Economic Complexity,2010.0,Albania,-0.592
ALB,Economic Complexity,2011.0,Albania,-0.487
ALB,Economic Complexity,2012.0,Albania,-0.464
ALB,Economic Complexity,2013.0,Albania,-0.505
ALB,Economic Complexity,2014.0,Albania,-0.57
ALB,Economic Complexity,2015.0,Albania,-0.745
ALB,Economic Complexity,2016.0,Albania,-0.66
ALB,Economic Complexity,2017.0,Albania,-0.514
ALB,Economic Complexity,2018.0,Albania,-0.53
ALB,Economic Complexity,2019.0,Albania,-0.558
ALB,Economic Complexity,2020.0,Albania,-0.397
ALB,Economic Complexity,2021.0,Albania,-0.368
ALB,Economic Complexity,2022.0,Albania,-0.459
ALB,Economic Complexity,2023.0,Albania,-0.298
ALB,Economic Complexity,2024.0,Albania,-0.298
ALB,GDP (current US$),1991.0,Albania,1099559027.77778
ALB,GDP (current US$),1992.0,Albania,652174990.837304
ALB,GDP (current US$),1993.0,Albania,1185315468.46295
ALB,GDP (current US$),1994.0,Albania,1880950864.41311
ALB,GDP (current US$),1995.0,Albania,2905092798.61916
ALB,GDP (current US$),1996.0,Albania,3234486232.04392
ALB,GDP (current US$),1997.0,Albania,2293666029.99318
